,nb_link,nb_id,cell_no,source_x,Mike_label_readable,Ge_label_readable
770,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1149480.ipynb,1149480,14,"['max_steps = 200\n', 'print_every = max_steps / 10\n', 'alpha = 0.0001  # learning rate\n', '\n', ""# We'll constrain this to run on CPU, as GPUs aren't very efficient\n"", '# on a model this small.\n', 'session = tf.Session(config=tf.ConfigProto(device_filters=""/cpu:0""))\n', 'session.run(init_)  # initialize variables for this session\n', '\n', 't0 = time.time()\n', 'for i in xrange(max_steps):          \n', '    # Run a single gradient descent step\n', '    c, p, _ = session.run([loss_, pred_proba_, train_step_],\n', '                           feed_dict={X_: X, y_: y, alpha_: alpha})\n', '        \n', '    if (i % print_every == 0):\n', '        avg_cost = sum(c) / len(y)\n', '        print ""[iter %d] Average cost: %.03f"" % (i, avg_cost)\n', '        \n', 'print ""Training completed in %.02f s"" % (time.time() - t0)\n', '    \n', '# Run model over training set one last time\n', 'costs, y_pred = session.run([loss_, pred_proba_], \n', '                            feed_dict={X_: X, y_: y})\n', '\n', 'print """"\n', 'print ""Accuracy: %.03f"" % np.mean(y == (y_pred >= 0.5))\n', 'print ""Mean cross-entropy loss: %.03f"" % np.mean(costs)\n', '\n', 'fig = plt.figure()\n', 'plot_model(X, y, lambda X: session.run(pred_proba_, feed_dict={X_:X}))\n', 'plt.title(""%d steps (final)"" % max_steps)']",EVALUATE,MODEL
773,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1149480.ipynb,1149480,21,"['summary_writer = tf.train.SummaryWriter(""tf_summaries"", session.graph)']",EVALUATE,MODEL
1361,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1159388.ipynb,1159388,0,"['import pyes\n', 'import json\n', '\n', ""host = '140.118.155.14:9200'\n"", '\n', ""fid1 = '143039229176602'\n"", ""fid2 = '119474188105563'\n"", '\n', 'def fans(fid):\n', '    conn = pyes.es.ES(host)\n', '    tq = pyes.query.TermQuery(field=""fid"", value=fid)\n', '    qsearch = pyes.query.Search(tq) \n', ""    result = conn.search(query=qsearch , indices='facebook_nested' , doc_types='fanpage')\n"", '    for fidpid_summary in result:\n', ""        count = fidpid_summary['likes_count']\n"", ""        print fid + ',' + str(count)\n"", '        count = int(count)\n', '        return count\n', '        \n', 'fans(fid1)\n', 'fans(fid2)\n', '\n', 'FanpageLikes = [753040, 464181]']",IMPORT,WRANGLE
1364,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1159388.ipynb,1159388,3,"['def sharingPerPosts(fid):\n', '    conn = pyes.es.ES(host)\n', '    tq = pyes.query.TermQuery(field=""fid"", value=fid)\n', '    qsearch = pyes.query.Search(tq) \n', ""    result = conn.search(query=qsearch , indices='facebook_nested' , doc_types='post')\n"", '    for fidpid_summary in result:\n', '        try:\n', ""            print fid + ',' + str(fidpid_summary['shares']['count'])\n"", '        except KeyError:\n', ""            print fid + ',0'\n"", '\n', 'sharingPerPosts(fid1)']",EXPLORE,WRANGLE
1365,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1159388.ipynb,1159388,4,"['def bb(fid):\n', '    conn = pyes.es.ES(host)\n', '    tq = pyes.query.TermQuery(field=""fid"", value=fid)\n', ""    #tagg = pyes.aggs.TermsAgg('pid', field= 'fid_pid')\n"", ""    DHAgg = pyes.aggs.DateHistogramAgg('month' ,field='created_time', interval='month',sub_aggs=[])\n"", ""    tagg = pyes.aggs.TermsAgg('pid', field= 'fid_pid')\n"", '    DHAgg.sub_aggs.append(tagg) \n', '    qsearch = pyes.query.Search(tq) \n', '    qsearch.agg.add(DHAgg) \n', ""    result = conn.search(query=qsearch , indices='facebook_nested' , doc_types='comment')\n"", '    print json.dumps(result.aggs,indent=2) \n', 'bb(fid2)']",EXPLORE,WRANGLE
1366,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1159388.ipynb,1159388,5,"['import pandas as pd\n', 'import seaborn as sns\n', 'import datetime\n', 'import matplotlib.pyplot as plt\n', '\n', '\n', 'def NumofPostPerMonth(fid,host,lowerbound,upperbound):\n', '    conn = pyes.es.ES(host)\n', '    tq = pyes.query.TermQuery(field=""fid"", value=fid)\n', ""    DHAgg = pyes.aggs.DateHistogramAgg('month' ,field='created_time', interval='month',sub_aggs=[])\n"", ""    tagg = pyes.aggs.TermsAgg('pid', field= 'fid_pid')\n"", '    DHAgg.sub_aggs.append(tagg) \n', '    qsearch = pyes.query.Search(tq) \n', '    qsearch.agg.add(DHAgg) \n', ""    result = conn.search(query=qsearch , indices='facebook_nested' , doc_types='comment')\n"", '\n', '    data=[]\n', '    for r in result.aggs[""month""][""buckets""]:\n', '        for pid in r[""pid""][""buckets""]:\n', '            monthyear=datetime.datetime.strptime(r[""key_as_string""], ""%Y-%m-%dT%H:%M:%S.%fZ"").strftime(\'%Y/%m\')\n', '            data.append([pid[""doc_count""],monthyear,pid[""key""],r[""key""]])\n', '\n', ""    df=pd.DataFrame(data,columns={'date','count','fid','pid'})\n"", '    print data\n', '\n', ""print 'NumofPostPerMonthFid1'\n"", 'NumofPostPerMonth(fid1,host,0,500)\n', ""print 'NumofPostPerMonthFid2'\n"", 'NumofPostPerMonth(fid2,host,0,500)']",EXPLORE,WRANGLE
1367,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1159388.ipynb,1159388,6,"['import pyes\n', 'import elasticsearch\n', 'import datetime\n', 'conn = pyes.es.ES(host)\n', 'bq = pyes.query.BoolQuery()\n', '\n', 'tq = pyes.query.TermQuery(field=""fid"", value=fid1)\n', 'tq1 = pyes.query.TermQuery(field=""message"", value=""抽"")\n', 'bq.add_must(tq)\n', 'bq.add_should(tq1)\n', ""result = conn.search(query=bq , indices='facebook_nested' , doc_types='post')\n"", '\n', 'CountFid1 = len(result)\n', ""print fid1 + ',' + str(CountFid1)""]",EXPLORE,WRANGLE
1368,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1159388.ipynb,1159388,7,"['bq = pyes.query.BoolQuery()\n', '\n', 'tq = pyes.query.TermQuery(field=""fid"", value=fid2)\n', 'tq1 = pyes.query.TermQuery(field=""message"", value=""抽"")\n', 'bq.add_must(tq)\n', 'bq.add_should(tq1)\n', ""result = conn.search(query=bq , indices='facebook_nested' , doc_types='post')\n"", '\n', 'CountFid2 = len(result)\n', ""print fid2 + ',' + str(CountFid2)""]",EXPLORE,WRANGLE
1379,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1159388.ipynb,1159388,18,"['import numpy as np\n', '\n', 'FIDS2 = [143039229176602,119474188105563]\n', ""PostID = ['143039229176602_557278391086015',\n"", ""          '143039229176602_525569317590256',\n"", ""          '143039229176602_527394674074387',\n"", ""          '143039229176602_529428137204374',\n"", ""          '143039229176602_579364662210721',\n"", ""          '143039229176602_211266805687177',\n"", ""          '143039229176602_595162223964298',\n"", ""          '143039229176602_478371565643365',\n"", ""          '143039229176602_431631056984083',\n"", ""          '143039229176602_315673121913211',\n"", ""          '119474188105563_1150657671653871',\n"", ""          '119474188105563_1114048741981431',\n"", ""          '119474188105563_968598386526468',\n"", ""          '119474188105563_485312648188380',\n"", ""          '119474188105563_482836958435949',\n"", ""          '119474188105563_955817441137896',\n"", ""          '119474188105563_1057866434266329',\n"", ""          '119474188105563_825288854190756',\n"", ""          '119474188105563_846198005433174',\n"", ""          '119474188105563_881871541865820']\n"", '#1:與抽獎有關貼文\n', '#0:一般貼文\n', 'DataMiningLabel = [1, 1, 0, 0, 1, 1, 1, 1, 0, 0, \n', '                   0, 1, 1, 0, 0, 0, 1, 0, 1, 0]\n', '\n', '# F1:Likes>1000  F2:Sharing<100  F3:Comments>200  F4:發文時間在13:00~24:00 F5:發文是附影片\n', 'DataMining = np.array([[1, 0, 1, 0, 0],\n', '                       [1, 0, 1, 0, 1],\n', '                       [1, 1, 0, 1, 1],\n', '                       [0, 1, 0, 0, 0],\n', '                       [1, 0, 1, 0, 0],\n', '                       [1, 0, 1, 1, 1],\n', '                       [1, 0, 1, 1, 0],\n', '                       [1, 0, 1, 0, 1],\n', '                       [1, 0, 0, 0, 0],\n', '                       [1, 1, 0, 1, 0],\n', '                       [1, 1, 0, 0, 0],\n', '                       [1, 0, 1, 0, 0],\n', '                       [1, 0, 1, 1, 1],\n', '                       [0, 1, 0, 0, 0],\n', '                       [0, 1, 0, 1, 0],\n', '                       [1, 0, 1, 0, 0],\n', '                       [1, 0, 1, 0, 1],\n', '                       [0, 1, 0, 1, 1],\n', '                       [1, 1, 1, 1, 0],\n', '                       [0, 1, 0, 1, 1]])\n', '\n', 'print DataMining']",EXPLORE,WRANGLE
1381,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1159388.ipynb,1159388,20,"['%matplotlib inline\n', 'import seaborn as sb\n', '\n', 'model_accuracies = []\n', '\n', 'for repetition in range(1000):\n', '    (training_inputs,\n', '     testing_inputs,\n', '     training_classes,\n', '     testing_classes) = train_test_split(DataMining, DataMiningLabel, train_size=0.75)\n', '    \n', '    decision_tree_classifier = DecisionTreeClassifier()\n', '    decision_tree_classifier.fit(training_inputs, training_classes)\n', '    classifier_accuracy = decision_tree_classifier.score(testing_inputs, testing_classes)\n', '    model_accuracies.append(classifier_accuracy)\n', '    \n', 'sb.distplot(model_accuracies)']",EVALUATE,MODEL
1383,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1159388.ipynb,1159388,22,"['import matplotlib.pyplot as plt\n', 'grid_visualization = []\n', '\n', 'for grid_pair in grid_search.grid_scores_:\n', '    grid_visualization.append(grid_pair.mean_validation_score)\n', '    \n', 'grid_visualization = np.array(grid_visualization)\n', 'grid_visualization.shape = (5, 5)\n', ""sb.heatmap(grid_visualization, cmap='Blues')\n"", ""plt.xticks(np.arange(5) + 0.5, grid_search.param_grid['max_features'])\n"", ""plt.yticks(np.arange(5) + 0.5, grid_search.param_grid['max_depth'][::-1])\n"", ""plt.xlabel('max_features')\n"", ""plt.ylabel('max_depth')""]",EXPLORE,EVALUATE
285,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1161031.ipynb,1161031,3,"['import numpy as np\n', 'import pandas as pd\n', '\n', '# RMS Titanic data visualization code \n', '# 数据可视化代码\n', 'from titanic_visualizations import survival_stats\n', 'from IPython.display import display\n', '%matplotlib inline\n', '\n', '# Load the dataset \n', '# 加载数据集\n', ""in_file = 'titanic_data.csv'\n"", 'full_data = pd.read_csv(in_file)\n', '\n', '# Print the first few entries of the RMS Titanic data \n', '# 显示数据列表中的前几项乘客数据\n', 'display(full_data.head())']",WRANGLE,IMPORT
103,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1163520.ipynb,1163520,8,"[""#nltk.tokenize.word_tokenize(train_data[0]['reviewText'])\n"", ""nltk.tokenize.sent_tokenize(train_data[0]['reviewText'])""]",EXPLORE,WRANGLE
108,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1163520.ipynb,1163520,13,"['# baseline score - all positive\n', 'print(""baseline train score, all positive class"")\n', 'print(""train:"")\n', 'print(score_batch([1]*len(train_targets), train_targets))\n', 'print(""dev:"")\n', 'print(score_batch([1]*len(dev_targets), dev_targets))\n', 'print(""test:"")\n', 'print(score_batch([1]*len(test_targets), test_targets))\n', '\n', 'print(""baseline train score, all negative class"")\n', 'print(""train:"")\n', 'print(score_batch([0]*len(train_targets), train_targets))\n', 'print(""dev:"")\n', 'print(score_batch([0]*len(dev_targets), dev_targets))\n', 'print(""test:"")\n', 'print(score_batch([0]*len(test_targets), test_targets))']",EXPLORE,EVALUATE
111,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1163520.ipynb,1163520,16,"['# save works\n', 'import pickle\n', ""with open('train_data_pos.p', 'wb') as f:\n"", '    pickle.dump(train_data, f)\n', ""with open('test_data_pos.p', 'wb') as f:\n"", '    pickle.dump(test_data, f)\n', ""with open('dev_data_pos.p', 'wb') as f:\n"", '    pickle.dump(dev_data, f)']",EXPLORE,WRANGLE
112,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1163520.ipynb,1163520,17,"['# load data\n', 'import pickle\n', ""with open('train_data_pos.p', 'rb') as f:\n"", '    train_data = pickle.load(f)\n', ""with open('test_data_pos.p', 'rb') as f:\n"", '    test_data = pickle.load(f)\n', ""with open('dev_data_pos.p', 'rb') as f:\n"", '    dev_data = pickle.load(f)']",EXPLORE,WRANGLE
113,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1163520.ipynb,1163520,18,"['import collections\n', ""pos_tag_dist = collections.Counter((pos[1] for pos in d['reviewTextPOS'] for d in train_data))""]",EXPLORE,WRANGLE
118,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1163520.ipynb,1163520,23,"['# feature functions\n', 'def typeToTokenRatio(data):\n', ""    tokens = data['reviewWordTokens']\n"", '    types = set([t.lower() for t in tokens])\n', '    return len(types)*1.0/len(tokens)\n', '\n', 'def meanWordLength(data):\n', ""    wordlengths = [len(t) for t in data['reviewWordTokens'] if t not in string.punctuation]\n"", '    return sum(wordlengths)*1.0/len(wordlengths)\n', '\n', 'def punctuationRatio(data):\n', '    puncs = 0.0\n', ""    for t in data['reviewWordTokens']:\n"", '        if t in string.punctuation:\n', '            puncs += 1\n', ""    return puncs/len(data['reviewWordTokens'])\n"", '\n', 'def posRatio(data, target_pos):\n', '    counts = 0.0\n', ""    for pos in data['reviewTextPOS']:\n"", '        if target_pos == pos[1]:\n', '            counts += 1\n', ""    return counts/len(data['reviewTextPOS'])""]",WRANGLE,MODEL
119,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1163520.ipynb,1163520,24,"['model.registerFeature(""log text length"", lambda d: np.log(len(d[\'reviewText\'])))\n', 'model.registerFeature(""type-token ratio"", typeToTokenRatio)\n', 'model.registerFeature(""mean word length"", meanWordLength)\n', 'model.registerFeature(""mean sent length"", lambda d: np.mean([len(s) for s in d[\'reviewSentences\']]))\n', 'model.registerFeature(""sent length stdev"", lambda d: np.std([len(s) for s in d[\'reviewSentences\']]))\n', 'model.registerFeature(""punctuation ratio"", punctuationRatio)\n', 'model.registerFeature(""punctuation ratio"", punctuationRatio)\n', ""for target_pos in ['CC','CD','DT','EX','IN','JJ','JJR',\n"", ""    'JJS','MD','NN','NNP','NNS','POS',\n"", ""    'PRP','PRP$','RB','RBR','RBS','RP',\n"", ""    'TO','VB','VBD','VBG','VBN','VBP',\n"", ""    'VBZ','WRB']:\n"", '    model.registerFeature(""POS %s ratio""%target_pos, lambda d: posRatio(d, target_pos))']",WRANGLE,MODEL
121,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1163520.ipynb,1163520,26,"['train_data_feaurized = model.makeData(train_data, standardize=True)\n', 'dev_data_feaurized = model.makeData(dev_data, standardize=True)\n', 'test_data_feaurized = model.makeData(test_data, standardize=True)']",WRANGLE,MODEL
126,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1163520.ipynb,1163520,31,"['sorted(model.coef(), key=lambda k: abs(k[1]), reverse=True)']",EXPLORE,EVALUATE
130,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1163520.ipynb,1163520,36,"['for r in batchGenerator(train_data_feaurized[:2], train_targets[:2], 1):\n', '    print r']",WRANGLE,EXPLORE
132,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1163520.ipynb,1163520,38,"['# get test score\n', ""trained_filename = 'tf_saved/nn_with_manual_features'\n"", 'batch_size = 5\n', 'learning_rate = 0.1\n', 'num_epochs = 100\n', '\n', 'with tf.Graph().as_default(), tf.Session() as session:\n', '    with tf.variable_scope(""model"", reuse=None):\n', '        lm = TextModel()\n', '        session.run(tf.initialize_all_variables())\n', '        saver = tf.train.Saver()\n', '    saver = tf.train.Saver()\n', '    saver.restore(session, trained_filename)\n', '    \n', '    print(""test score"")\n', '    bi = batchGenerator(test_data_feaurized,test_targets, len(test_data))\n', '    for (w,y) in bi:\n', '        feed_dict = { lm.input_w_:w}\n', '        pred_prob = session.run(lm.pred_proba_, feed_dict)\n', '        print(score_batch(pred_prob, y))']",MODEL,EVALUATE
133,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1163520.ipynb,1163520,39,"[""trained_filename = 'tf_saved/nn_with_manual_features_2'\n"", 'batch_size = 5\n', 'learning_rate = 0.1\n', 'num_epochs = 40\n', 'runTraining()']",MODEL,WRANGLE
134,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1163520.ipynb,1163520,40,"['# get test score\n', ""trained_filename = 'tf_saved/nn_with_manual_features_2'\n"", '\n', 'with tf.Graph().as_default(), tf.Session() as session:\n', '    with tf.variable_scope(""model"", reuse=None):\n', '        lm = TextModel()\n', '        session.run(tf.initialize_all_variables())\n', '        saver = tf.train.Saver()\n', '    saver = tf.train.Saver()\n', '    saver.restore(session, trained_filename)\n', '    \n', '    print(""test score"")\n', '    bi = batchGenerator(test_data_feaurized,test_targets, len(test_data))\n', '    for (w,y) in bi:\n', '        feed_dict = { lm.input_w_:w}\n', '        pred_prob = session.run(lm.pred_proba_, feed_dict)\n', '        print(score_batch(pred_prob, y))']",MODEL,EVALUATE
399,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1163801.ipynb,1163801,5,['df1 = df.copy()'],WRANGLE,EXPLORE
1709,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1170705.ipynb,1170705,6,"['doctopic = (doctopic / (np.sum(doctopic, axis=1, keepdims=True)))']",WRANGLE,EVALUATE
1710,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1170705.ipynb,1170705,7,"['#promedio de las acciones de temas asociados con el mismo documento\n', 'doc_names = []\n', '\n', 'for fn in filenames:\n', '    basename = os.path.basename(fn)\n', '    name, ext = os.path.splitext(basename)\n', ""    name = name.rstrip('0123456789')\n"", '    doc_names.append(name) \n', '\n', '# Convertir en matriz para que podamos usar las funciones NumPy \n', 'doc_names = np.asarray(doc_names)\n', 'doctopic_orig = doctopic.copy()\n', '\n', '# use method described in preprocessing section\n', 'num_groups = len(set(doc_names))\n', 'doctopic_grouped = np.zeros((num_groups, num_topics))#721,20\n', '\n', 'for i, name in enumerate(sorted(set(doc_names))):\n', '    doctopic_grouped[i, :] = np.mean(doctopic[doc_names == name, :], axis=0) \n', '\n', 'doctopic = doctopic_grouped']",WRANGLE,EVALUATE
1711,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1170705.ipynb,1170705,8,"['# Vamos a identificar los temas más importantes para cada texto en el corpus.\n', '# Este procedimiento no difiere esencialmente del procedimiento de identificación\n', '# de las palabras más frecuentes en cada texto.7\n', 'docs = sorted(set(doc_names))\n', 'print(""Top NMF topics in..."")\n', '\n', '# Tema en los que clasifica cada doc del corpus\n', 'for i in range(len(doctopic)):\n', '    top_topics = np.argsort(doctopic[i,:])[::-1][0:]\n', '    #top_topics = np.argsort(doctopic[i,:])[::-1][0:3]\n', ""    top_topics_str = ' '.join(str(t) for t in top_topics)\n"", '    print(""{}: {}"".format(docs[i], top_topics_str))']",WRANGLE,EXPLORE
1712,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1170705.ipynb,1170705,9,"['# Tenemos listas de palabras (topic_words) que más se relacionan con los componentes.\n', 'for t in range(len(topic_words)):\n', '    print(""Topic {}: {}"".format(t, \' \'.join(topic_words[t][:15])))']",WRANGLE,EXPLORE
1713,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1170705.ipynb,1170705,10,"['# Temas distintivos\n', 'video_indices, noticia_indices = [], []\n', '\n', 'for index, fn in enumerate(sorted(set(doc_names))):\n', '    if ""video"" in fn:\n', '        video_indices.append(index)\n', '    elif ""noticia"" in fn:\n', '        noticia_indices.append(index)\n', '\n', 'video_avg = np.mean(doctopic[video_indices, :], axis=0)\n', 'noticia_avg = np.mean(doctopic[noticia_indices, :], axis=0)\n', 'keyness = np.abs(video_avg - noticia_avg)\n', 'ranking = np.argsort(keyness)[::-1]  # from highest to lowest; [::-1] reverses order in Python sequences\n', '\n', '# distinctive topics:\n', 'ranking[:10]']",WRANGLE,EVALUATE
1714,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1170705.ipynb,1170705,11,"['%matplotlib inline\n', 'import matplotlib.pyplot as plt\n', '\n', 'N, K = doctopic.shape\n', 'ind = np.arange(N)  # points on the x-axis\n', '\n', 'width = 0.5\n', '\n', 'plt.bar(ind, doctopic[:,0], width=width)\n', 'plt.xticks(ind + width/2, docs)  # put labels in the center\n', '\n', ""plt.title('Share of Topic #0')""]",EXPLORE,EVALUATE
1392,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1172355.ipynb,1172355,8,"['new_series2[2]=5\n', 'new_series2']",EXPLORE,WRANGLE
1395,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1172355.ipynb,1172355,11,"['import numpy as np\n', 'np.exp(new_series2)']",EXPLORE,IMPORT
1397,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1172355.ipynb,1172355,13,"[""data={'Data Science':90000,'Data Analyst':80000}\n"", 's3=Series(data)\n', 's3']",EXPLORE,WRANGLE
391,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1180754.ipynb,1180754,8,"['from scipy.stats import gaussian_kde\n', 'vstacked = np.vstack([hamlet_larvae.Hamlet, hamlet_larvae.Larvae_count])\n', 'density_color = gaussian_kde(vstacked)(vstacked)\n', 'idx = density_color.argsort()\n', 'hamlet_larvae.Hamlet = hamlet_larvae.Hamlet[idx]\n', 'hamlet_larvae.Larvae_count = hamlet_larvae.Larvae_count[idx]\n', 'density_color = density_color[idx]']",WRANGLE,MODEL
1623,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1183781.ipynb,1183781,8,"['def mae(y_true, y_pred):\n', '    return (abs(y_true - y_pred)).mean(axis=1).mean()']",MODEL,EVALUATE
1628,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1183781.ipynb,1183781,15,"['predictions = ns.predict()\n', ""print 'Mean Absolute Error %f ' %(mae(target, predictions))""]",MODEL,EVALUATE
1629,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1183781.ipynb,1183781,17,['diff_in_predictions = target - predictions'],WRANGLE,EVALUATE
1679,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1183943.ipynb,1183943,5,"['data = pd.read_csv(""HR.csv"", header=0, sep=\';\')\n', 'data.loc[data.salary==""low"",""salary""] = 1\n', 'data.loc[data.salary==""medium"",""salary""] = 2\n', 'data.loc[data.salary==""high"",""salary""] = 3\n', 'data.salary = data.salary.astype(""int64"")\n', 'print ""Overall amount of employees"", data.shape[0]\n', 'print ""That employees who had left company"", data[data.left==1].shape[0]\n']",EXPLORE,WRANGLE
1686,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1183943.ipynb,1183943,28,"['valuable_employees = data[(data.last_evaluation>=80) | \\\n', '                          (data.number_project>=5) | \\\n', '                          (data.average_montly_hours>=220)]\n', 'print ""Number of valuable employees: "", valuable_employees.shape[0]\n', 'print ""Number of valuable employees that left the company: "", valuable_employees[valuable_employees.left==1].shape[0]\n', 'res = int(100*valuable_employees[valuable_employees.left==1].shape[0]/float(valuable_employees.shape[0]))\n', 'print str(res)+""%"", ""of them have left the company""']",EXPLORE,WRANGLE
615,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1184211.ipynb,1184211,9,"['# here we define some important hyperparameter of the NN\n', 'batch_size = 128\n', 'nb_classes = 10\n', 'nb_epoch = 6\n', 'img_rows, img_cols = 28, 28\n', 'kernel_size = (3, 3)\n', 'input_shape = (img_rows, img_cols, 1)\n', 'pool_size = (2, 2)']",MODEL,WRANGLE
620,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1184211.ipynb,1184211,14,"['# summarize history for accuracy\n', ""plt.plot(history.history['acc'])\n"", ""plt.plot(history.history['val_acc'])\n"", ""plt.title('model accuracy')\n"", ""plt.ylabel('accuracy')\n"", ""plt.xlabel('epoch')\n"", ""plt.legend(['train', 'valid'], loc='lower right')\n"", 'plt.show()']",EVALUATE,EXPLORE
621,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1184211.ipynb,1184211,15,"[""plt.plot(history.history['loss'])\n"", ""plt.plot(history.history['val_loss'])\n"", ""plt.title('model loss')\n"", ""plt.ylabel('loss')\n"", ""plt.xlabel('epoch')\n"", ""plt.legend(['train', 'valid'], loc='upper right')\n"", 'plt.show()']",EVALUATE,EXPLORE
985,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1193256.ipynb,1193256,13,"['def male_female_child(passenger):\n', '    age, sex = passenger\n', '    if age < 16:\n', ""        return 'child'\n"", '    else:\n', '        return sex']",WRANGLE,MODEL
998,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1193256.ipynb,1193256,26,['levels = [level[0] for level in deck]'],WRANGLE,EXPLORE
1003,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1193256.ipynb,1193256,31,"[""cabin_df = cabin_df[cabin_df.Cabin != 'T']""]",EXPLORE,WRANGLE
1223,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1198274.ipynb,1198274,0,"['import pandas as pd\n', 'from random import random\n', '%matplotlib inline\n', '%load_ext autoreload\n', '%autoreload 2\n', '\n', 'flow = (list(range(1,10,1)) + list(range(10,1,-1)))*100\n', 'pdata = pd.DataFrame({""a"":flow, ""b"":flow})\n', 'pdata.b = pdata.b.shift(9)\n', 'data = pdata.iloc[10:] * random()  # some noise\n', 'data[0:50].plot()']",IMPORT,WRANGLE
795,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1202205.ipynb,1202205,2,"['import pandas as pd\n', 'import pandas_datareader as web\n', 'import datetime\n', 'import matplotlib.pyplot as plt   \n', '\n', '%matplotlib inline\n', '%pylab inline\n', ""pylab.rcParams['figure.figsize'] = (18, 10) # Change the size of plots\n"", '\n', 'start = datetime.datetime(2017,1,1)\n', 'end = datetime.date.today()\n', '\n', '# First argument is the stock ticker we want, second is the source (""yahoo"" for Yahoo! Finance), third is the start date, fourth is the end date\n', 'amazon = web.DataReader(""AMZN"", ""yahoo"", start, end)']",IMPORT,WRANGLE
798,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1202205.ipynb,1202205,6,"[""# Let's do the same with fedex\n"", 'fedex = web.DataReader(""FDX"", ""yahoo"", start, end)\n', 'fedex.head(3)']",EXPLORE,WRANGLE
799,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1202205.ipynb,1202205,7,"['# And UPS\n', 'ups = web.DataReader(""UPS"", ""yahoo"", start, end)\n', 'ups.head(3)']",EXPLORE,WRANGLE
819,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1202205.ipynb,1202205,43,"['# official doc\n', 'from IPython.core.display import HTML\n', 'HTML(""<iframe src=https://www.crummy.com/software/BeautifulSoup/ width=800 height=350></iframe>"")']",EXPLORE,IMPORT
822,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1202205.ipynb,1202205,48,"['from IPython.display import YouTubeVideo\n', ""YouTubeVideo('qyt7Rnpk8lM')""]",MODEL,IMPORT
696,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1203216.ipynb,1203216,7,"['%matplotlib inline\n', '\n', 'X, labels = genBlobs(centers=5)\n', 'mu, sigma = mlParams(X,labels)\n', 'plotGaussian(X,labels,mu,sigma)']",WRANGLE,EVALUATE
1100,http://quackerjack.cs.washington.edu:5000/annotatenb/nb_1212287.ipynb,1212287,5,"['#there appears to be one significant outlier\n', 'subsurvey.dropna()']",EXPLORE,WRANGLE
